week,platform,mentions,pos_share,neg_share,sent_mean,score_mean
2013-06-24,instagram,1,0.0,0.0,0.0,0.0
2013-07-08,instagram,1,0.0,0.0,0.0,0.0
2013-08-05,instagram,1,1.0,0.0,1.0,1.0
2013-09-02,instagram,1,0.0,0.0,0.0,0.0
2014-02-17,instagram,1,0.0,0.0,0.0,0.0
2014-04-28,instagram,1,0.0,0.0,0.0,0.0
2014-08-25,instagram,1,0.0,0.0,0.0,0.0
2014-10-13,instagram,1,0.0,0.0,0.0,0.0
2015-03-30,instagram,1,0.0,0.0,0.0,0.0
2015-04-06,instagram,2,0.0,0.0,0.0,0.0
2015-05-04,instagram,2,0.0,0.0,0.0,0.0
2015-06-08,instagram,1,0.0,0.0,0.0,0.0
2015-06-29,instagram,1,0.0,0.0,0.0,0.0
2015-07-06,instagram,1,0.0,0.0,0.0,0.0
2015-07-27,instagram,1,0.0,0.0,0.0,0.0
2015-08-10,instagram,1,0.0,0.0,0.0,0.0
2015-10-05,instagram,1,0.0,0.0,0.0,0.0
2015-10-12,instagram,1,0.0,0.0,0.0,0.0
2015-11-09,instagram,1,1.0,0.0,1.0,1.0
2015-11-16,instagram,1,0.0,0.0,0.0,0.0
2015-11-30,instagram,1,0.0,0.0,0.0,0.0
2015-12-21,instagram,1,0.0,0.0,0.0,0.0
2015-12-28,instagram,1,1.0,0.0,1.0,1.0
2016-01-04,instagram,2,0.0,0.0,0.0,0.0
2016-01-11,instagram,1,0.0,0.0,0.0,0.0
2016-01-18,instagram,1,0.0,0.0,0.0,0.0
2016-02-01,instagram,1,1.0,0.0,1.0,1.0
2016-02-08,instagram,1,0.0,0.0,0.0,0.0
2016-02-22,instagram,2,0.0,0.0,0.0,0.0
2016-02-29,instagram,1,0.0,0.0,0.0,0.0
2016-03-21,instagram,4,0.25,0.0,0.25,0.25
2016-05-02,instagram,2,0.5,0.0,0.5,0.5
2016-06-13,instagram,1,0.0,0.0,0.0,0.0
2016-07-04,instagram,1,0.0,0.0,0.0,0.0
2016-07-18,instagram,1,0.0,0.0,0.0,0.0
2016-08-01,instagram,1,0.0,0.0,0.0,0.0
2016-08-08,instagram,1,0.0,0.0,0.0,0.0
2016-08-15,instagram,2,0.0,0.0,0.0,0.0
2016-08-22,instagram,3,0.6666666666666666,0.0,0.6666666666666666,0.6666666666666666
2016-08-29,instagram,8,0.0,0.0,0.0,0.0
2016-09-05,instagram,7,0.14285714285714285,0.0,0.14285714285714285,0.14285714285714285
2016-09-12,instagram,5,0.2,0.0,0.2,0.2
2016-09-19,instagram,3,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333
2016-09-26,instagram,6,0.6666666666666666,0.0,0.6666666666666666,0.6666666666666666
2016-10-03,instagram,10,0.2,0.2,0.0,0.4
2016-10-10,instagram,2,0.5,0.0,0.5,0.5
2016-10-17,instagram,2,1.0,0.0,1.0,1.0
2016-10-24,instagram,2,0.5,0.5,0.0,1.0
2016-11-07,instagram,4,0.0,0.0,0.0,0.0
2016-11-14,instagram,3,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333
2016-11-28,instagram,2,0.5,0.0,0.5,0.5
2016-12-05,instagram,3,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333
2016-12-12,instagram,2,0.5,0.0,0.5,0.5
2016-12-26,instagram,2,1.0,0.0,1.0,1.0
2017-01-23,instagram,2,0.5,0.0,0.5,0.5
2017-02-20,instagram,3,0.0,0.0,0.0,0.0
2017-03-06,instagram,4,0.5,0.0,0.5,0.5
2017-03-13,instagram,1,0.0,1.0,-1.0,1.0
2017-03-27,instagram,8,0.25,0.125,0.125,0.375
2017-04-03,instagram,8,0.375,0.0,0.375,0.375
2017-04-17,instagram,2,0.0,0.0,0.0,0.0
2017-04-24,instagram,3,0.0,0.0,0.0,0.0
2017-05-01,instagram,3,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333
2017-05-15,instagram,1,0.0,1.0,-1.0,1.0
2017-05-22,instagram,3,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333
2017-05-29,instagram,2,0.5,0.0,0.5,0.5
2017-06-05,instagram,2,1.0,0.0,1.0,1.0
2017-06-12,instagram,1,0.0,0.0,0.0,0.0
2017-06-19,instagram,2,0.5,0.0,0.5,0.5
2017-06-26,instagram,3,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333
2017-07-03,instagram,1,0.0,0.0,0.0,0.0
2017-07-10,instagram,4,0.25,0.25,0.0,0.5
2017-07-17,instagram,1,0.0,0.0,0.0,0.0
2017-07-24,instagram,1,0.0,0.0,0.0,0.0
2017-07-31,instagram,1,0.0,0.0,0.0,0.0
2017-08-07,instagram,1,0.0,0.0,0.0,0.0
2017-08-14,instagram,1,0.0,0.0,0.0,0.0
2017-08-21,instagram,2,0.0,0.0,0.0,0.0
2017-08-28,instagram,9,0.5555555555555556,0.1111111111111111,0.4444444444444444,0.6666666666666666
2017-09-04,instagram,12,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333
2017-09-11,instagram,3,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333
2017-09-18,instagram,3,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333
2017-09-25,instagram,2,0.5,0.0,0.5,0.5
2017-10-02,instagram,3,1.0,0.0,1.0,1.0
2017-10-09,instagram,3,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333
2017-10-16,instagram,1,0.0,0.0,0.0,0.0
2017-10-23,instagram,1,0.0,0.0,0.0,0.0
2017-10-30,instagram,7,0.42857142857142855,0.0,0.42857142857142855,0.42857142857142855
2017-11-06,instagram,2,1.0,0.0,1.0,1.0
2017-11-13,instagram,5,0.2,0.2,0.0,0.26666666666666666
2017-11-20,instagram,3,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333
2017-11-27,instagram,4,0.0,0.0,0.0,0.0
2017-12-04,instagram,1,1.0,0.0,1.0,1.0
2017-12-11,instagram,5,0.4,0.0,0.4,0.4
2017-12-18,instagram,2,0.0,0.0,0.0,0.0
2017-12-25,instagram,6,0.6666666666666666,0.0,0.6666666666666666,0.6666666666666666
2018-01-01,instagram,1,0.0,0.0,0.0,0.0
2018-01-08,instagram,6,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666
2018-01-15,instagram,7,0.0,0.0,0.0,0.0
2018-01-22,instagram,6,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666
2018-01-29,instagram,2,0.5,0.0,0.5,0.5
2018-02-05,instagram,4,0.5,0.0,0.5,0.5
2018-02-12,instagram,3,0.0,0.0,0.0,0.0
2018-02-19,instagram,2,0.0,0.0,0.0,0.0
2018-02-26,instagram,5,0.0,0.0,0.0,0.0
2018-03-05,instagram,7,0.2857142857142857,0.0,0.2857142857142857,0.2857142857142857
2018-03-12,instagram,3,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333
2018-03-19,instagram,1,0.0,0.0,0.0,0.0
2018-03-26,instagram,11,0.09090909090909091,0.0,0.09090909090909091,0.045454545454545456
2018-04-02,instagram,3,0.0,0.0,0.0,0.0
2018-04-09,instagram,1,0.0,0.0,0.0,0.0
2018-04-16,instagram,3,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333
2018-04-23,instagram,3,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333
2018-04-30,instagram,2,0.0,0.0,0.0,0.0
2018-05-07,instagram,4,0.5,0.0,0.5,0.5
2018-05-14,instagram,2,0.0,0.0,0.0,0.0
2018-05-21,instagram,3,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333
2018-06-04,instagram,3,0.0,0.0,0.0,0.0
2018-06-11,instagram,2,0.0,0.0,0.0,0.0
2018-06-18,instagram,4,0.25,0.0,0.25,0.25
2018-06-25,instagram,4,0.5,0.0,0.5,0.5
2018-07-02,instagram,6,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333
2018-07-09,instagram,6,0.5,0.0,0.5,0.5
2018-07-16,instagram,14,0.42857142857142855,0.07142857142857142,0.35714285714285715,0.5
2018-07-23,instagram,5,0.2,0.0,0.2,0.2
2018-07-30,instagram,11,0.45454545454545453,0.0,0.45454545454545453,0.45454545454545453
2018-08-06,instagram,1,1.0,0.0,1.0,1.0
2018-08-13,instagram,13,0.15384615384615385,0.0,0.15384615384615385,0.15384615384615385
2018-08-20,instagram,7,0.0,0.0,0.0,0.0
2018-08-27,instagram,8,0.25,0.0,0.25,0.25
2018-09-03,instagram,13,0.23076923076923078,0.07692307692307693,0.15384615384615385,0.3076923076923077
2018-09-10,instagram,17,0.4117647058823529,0.0,0.4117647058823529,0.4117647058823529
2018-09-17,instagram,10,0.2,0.0,0.2,0.2
2018-09-24,instagram,16,0.1875,0.0,0.1875,0.1875
2018-10-01,instagram,10,0.4,0.0,0.4,0.4
2018-10-08,instagram,8,0.375,0.0,0.375,0.25
2018-10-15,instagram,11,0.09090909090909091,0.0,0.09090909090909091,0.09090909090909091
2018-10-22,instagram,6,0.5,0.0,0.5,0.5
2018-10-29,instagram,3,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333
2018-11-05,instagram,4,0.5,0.0,0.5,0.5
2018-11-12,instagram,9,0.1111111111111111,0.0,0.1111111111111111,0.1111111111111111
2018-11-19,instagram,12,0.4166666666666667,0.0,0.4166666666666667,0.4166666666666667
2018-11-26,instagram,7,0.42857142857142855,0.0,0.42857142857142855,0.42857142857142855
2018-12-03,instagram,9,0.6666666666666666,0.0,0.6666666666666666,0.6666666666666666
2018-12-10,instagram,4,0.75,0.0,0.75,0.75
2018-12-17,instagram,1,1.0,0.0,1.0,1.0
2018-12-24,instagram,5,0.4,0.0,0.4,0.4
2018-12-31,instagram,6,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666
2019-01-07,instagram,4,0.25,0.0,0.25,0.25
2019-01-14,instagram,4,0.5,0.0,0.5,0.5
2019-01-21,instagram,5,0.2,0.0,0.2,0.2
2019-01-28,instagram,1,0.0,0.0,0.0,0.0
2019-02-04,instagram,3,0.0,0.0,0.0,0.0
2019-02-11,instagram,6,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333
2019-02-18,instagram,4,0.5,0.0,0.5,0.5
2019-02-25,instagram,5,0.2,0.0,0.2,0.2
2019-03-04,instagram,8,0.375,0.0,0.375,0.375
2019-03-11,instagram,5,0.2,0.0,0.2,0.2
2019-03-18,instagram,7,0.42857142857142855,0.0,0.42857142857142855,0.42857142857142855
2019-03-25,instagram,6,0.5,0.0,0.5,0.5
2019-04-01,instagram,4,0.25,0.0,0.25,0.25
2019-04-08,instagram,6,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.5
2019-04-15,instagram,1,0.0,0.0,0.0,0.0
2019-04-22,instagram,2,0.5,0.5,0.0,1.0
2019-04-29,instagram,1,0.0,0.0,0.0,0.0
2019-05-06,instagram,5,0.2,0.0,0.2,0.2
2019-05-13,instagram,3,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333
2019-05-20,instagram,4,0.25,0.0,0.25,0.25
2019-05-27,instagram,5,0.0,0.0,0.0,0.0
2019-06-03,instagram,4,0.25,0.0,0.25,0.25
2019-06-10,instagram,7,0.14285714285714285,0.0,0.14285714285714285,0.14285714285714285
2019-06-17,instagram,4,0.25,0.0,0.25,0.25
2019-06-24,instagram,5,0.2,0.0,0.2,0.2
2019-07-01,instagram,6,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333
2019-07-08,instagram,8,0.875,0.0,0.875,0.875
2019-07-15,instagram,5,0.6,0.0,0.6,0.6
2019-07-22,instagram,4,0.5,0.0,0.5,0.5
2019-07-29,instagram,8,0.25,0.0,0.25,0.25
2019-08-05,instagram,12,0.5833333333333334,0.0,0.5833333333333334,0.5833333333333334
2019-08-12,instagram,4,0.5,0.0,0.5,0.5
2019-08-19,instagram,4,0.5,0.0,0.5,0.5
2019-08-26,instagram,15,0.2,0.0,0.2,0.2
2019-09-02,instagram,13,0.46153846153846156,0.0,0.46153846153846156,0.46153846153846156
2019-09-09,instagram,14,0.5714285714285714,0.0,0.5714285714285714,0.5714285714285714
2019-09-16,instagram,4,0.0,0.0,0.0,0.0
2019-09-23,instagram,9,0.5555555555555556,0.0,0.5555555555555556,0.5777777777777778
2019-09-30,instagram,7,0.42857142857142855,0.0,0.42857142857142855,0.42857142857142855
2019-10-07,instagram,7,0.5714285714285714,0.0,0.5714285714285714,0.5714285714285714
2019-10-14,instagram,11,0.45454545454545453,0.0,0.45454545454545453,0.45454545454545453
2019-10-21,instagram,10,0.3,0.0,0.3,0.3
2019-10-28,instagram,9,0.3333333333333333,0.1111111111111111,0.2222222222222222,0.4444444444444444
2019-11-04,instagram,9,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333
2019-11-11,instagram,7,0.14285714285714285,0.0,0.14285714285714285,0.14285714285714285
2019-11-18,instagram,11,0.45454545454545453,0.0,0.45454545454545453,0.45454545454545453
2019-11-25,instagram,4,0.5,0.0,0.5,0.5
2019-12-02,instagram,3,0.6666666666666666,0.0,0.6666666666666666,0.6666666666666666
2019-12-09,instagram,7,0.2857142857142857,0.0,0.2857142857142857,0.2857142857142857
2019-12-16,instagram,6,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666
2019-12-23,instagram,14,0.21428571428571427,0.0,0.21428571428571427,0.21428571428571427
2019-12-30,instagram,7,0.0,0.0,0.0,0.0
2020-01-06,instagram,16,0.1875,0.0,0.1875,0.1875
2020-01-13,instagram,6,0.0,0.0,0.0,0.0
2020-01-20,instagram,4,0.25,0.0,0.25,0.25
2020-01-27,instagram,8,0.0,0.0,0.0,0.0
2020-02-03,instagram,9,0.2222222222222222,0.0,0.2222222222222222,0.2222222222222222
2020-02-10,instagram,7,0.14285714285714285,0.0,0.14285714285714285,0.14285714285714285
2020-02-17,instagram,3,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333
2020-03-02,instagram,13,0.15384615384615385,0.0,0.15384615384615385,0.15384615384615385
2020-03-09,instagram,2,0.5,0.0,0.5,0.5
2020-03-16,instagram,5,0.0,0.2,-0.2,0.2
2020-03-23,instagram,3,0.0,0.0,0.0,0.0
2020-03-30,instagram,7,0.5714285714285714,0.0,0.5714285714285714,0.5714285714285714
2020-04-06,instagram,8,0.125,0.0,0.125,0.125
2020-04-13,instagram,10,0.6,0.0,0.6,0.6
2020-04-20,instagram,9,0.4444444444444444,0.0,0.4444444444444444,0.4444444444444444
2020-04-27,instagram,4,0.5,0.0,0.5,0.5
2020-05-04,instagram,3,0.0,0.0,0.0,0.0
2020-05-11,instagram,9,0.3333333333333333,0.1111111111111111,0.2222222222222222,0.4444444444444444
2020-05-18,instagram,6,0.0,0.0,0.0,0.0
2020-05-25,instagram,5,0.2,0.0,0.2,0.2
2020-06-01,instagram,5,0.0,0.0,0.0,0.0
2020-06-08,instagram,9,0.2222222222222222,0.0,0.2222222222222222,0.17777777777777778
2020-06-15,instagram,7,0.42857142857142855,0.0,0.42857142857142855,0.42857142857142855
2020-06-22,instagram,8,0.125,0.0,0.125,0.125
2020-06-29,instagram,9,0.2222222222222222,0.0,0.2222222222222222,0.2222222222222222
2020-07-06,instagram,3,0.6666666666666666,0.0,0.6666666666666666,0.4444444444444444
2020-07-13,instagram,1,0.0,0.0,0.0,0.0
2020-07-20,instagram,7,0.14285714285714285,0.2857142857142857,-0.14285714285714285,0.42857142857142855
2020-07-27,instagram,8,0.125,0.0,0.125,0.125
2020-08-03,instagram,13,0.23076923076923078,0.07692307692307693,0.15384615384615385,0.3076923076923077
2020-08-10,instagram,11,0.09090909090909091,0.0,0.09090909090909091,0.09090909090909091
2020-08-17,instagram,8,0.0,0.0,0.0,0.0
2020-08-24,instagram,5,0.4,0.0,0.4,0.4
2020-08-31,instagram,7,0.2857142857142857,0.0,0.2857142857142857,0.2857142857142857
2020-09-07,instagram,11,0.45454545454545453,0.0,0.45454545454545453,0.45454545454545453
2020-09-14,instagram,6,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333
2020-09-21,instagram,8,0.25,0.0,0.25,0.25
2020-09-28,instagram,5,0.2,0.0,0.2,0.2
2020-10-05,instagram,6,0.6666666666666666,0.0,0.6666666666666666,0.6666666666666666
2020-10-12,instagram,6,0.0,0.16666666666666666,-0.16666666666666666,0.16666666666666666
2020-10-19,instagram,9,0.1111111111111111,0.0,0.1111111111111111,0.1111111111111111
2020-10-26,instagram,5,0.0,0.0,0.0,0.0
2020-11-02,instagram,8,0.25,0.0,0.25,0.25
2020-11-09,instagram,7,0.2857142857142857,0.0,0.2857142857142857,0.2857142857142857
2020-11-16,instagram,6,0.8333333333333334,0.0,0.8333333333333334,0.8333333333333334
2020-11-23,instagram,3,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333
2020-11-30,instagram,3,0.0,0.0,0.0,0.0
2020-12-07,instagram,3,0.6666666666666666,0.0,0.6666666666666666,0.6666666666666666
2020-12-14,instagram,3,0.6666666666666666,0.0,0.6666666666666666,0.6666666666666666
2020-12-21,instagram,3,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333
2020-12-28,instagram,8,0.375,0.0,0.375,0.375
2021-01-04,instagram,6,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333
2021-01-11,instagram,5,0.6,0.0,0.6,0.6
2021-01-18,instagram,2,0.0,0.0,0.0,0.0
2021-01-25,instagram,7,0.5714285714285714,0.0,0.5714285714285714,0.5714285714285714
2021-02-01,instagram,9,0.1111111111111111,0.0,0.1111111111111111,0.1111111111111111
2021-02-08,instagram,2,0.0,0.0,0.0,0.0
2021-02-15,instagram,10,0.3,0.0,0.3,0.3
2021-02-22,instagram,15,0.6,0.0,0.6,0.6
2021-03-01,instagram,8,0.5,0.125,0.375,0.625
2021-03-08,instagram,15,0.26666666666666666,0.0,0.26666666666666666,0.26666666666666666
2021-03-15,instagram,9,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333
2021-03-22,instagram,4,0.25,0.0,0.25,0.25
2021-03-29,instagram,15,0.26666666666666666,0.0,0.26666666666666666,0.26666666666666666
2021-04-05,instagram,7,0.7142857142857143,0.0,0.7142857142857143,0.7142857142857143
2021-04-12,instagram,18,0.1111111111111111,0.0,0.1111111111111111,0.1111111111111111
2021-04-19,instagram,13,0.46153846153846156,0.0,0.46153846153846156,0.46153846153846156
2021-04-26,instagram,13,0.23076923076923078,0.0,0.23076923076923078,0.24615384615384617
2021-05-03,instagram,15,0.2,0.0,0.2,0.2
2021-05-10,instagram,12,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333
2021-05-17,instagram,12,0.25,0.0,0.25,0.25
2021-05-24,instagram,8,0.25,0.0,0.25,0.25
2021-05-31,instagram,7,0.5714285714285714,0.0,0.5714285714285714,0.5714285714285714
2021-06-07,instagram,11,0.2727272727272727,0.0,0.2727272727272727,0.2727272727272727
2021-06-14,instagram,9,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333
2021-06-21,instagram,10,0.2,0.0,0.2,0.2
2021-06-28,instagram,8,0.5,0.0,0.5,0.5
2021-07-05,instagram,16,0.3125,0.0,0.3125,0.3125
2021-07-12,instagram,4,0.5,0.25,0.25,0.75
2021-07-19,instagram,8,0.0,0.0,0.0,0.0
2021-07-26,instagram,8,0.5,0.0,0.5,0.5
2021-08-02,instagram,9,0.8888888888888888,0.0,0.8888888888888888,0.8888888888888888
2021-08-09,instagram,12,0.5,0.0,0.5,0.5166666666666667
2021-08-16,instagram,6,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333
2021-08-23,instagram,10,0.5,0.1,0.4,0.5333333333333333
2021-08-30,instagram,12,0.3333333333333333,0.0,0.3333333333333333,0.25833333333333336
2021-09-06,instagram,13,0.46153846153846156,0.0,0.46153846153846156,0.41025641025641024
2021-09-13,instagram,7,0.42857142857142855,0.0,0.42857142857142855,0.42857142857142855
2021-09-20,instagram,7,0.14285714285714285,0.0,0.14285714285714285,0.14285714285714285
2021-09-27,instagram,8,0.375,0.0,0.375,0.375
2021-10-04,instagram,6,0.5,0.0,0.5,0.5
2021-10-11,instagram,5,0.4,0.0,0.4,0.4
2021-10-18,instagram,10,0.4,0.0,0.4,0.4
2021-10-25,instagram,22,0.5,0.0,0.5,0.509090909090909
2021-11-01,instagram,6,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333
2021-11-08,instagram,7,0.2857142857142857,0.0,0.2857142857142857,0.2857142857142857
2021-11-15,instagram,5,0.2,0.0,0.2,0.2
2021-11-22,instagram,6,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666
2021-11-29,instagram,7,0.14285714285714285,0.0,0.14285714285714285,0.14285714285714285
2021-12-06,instagram,10,0.3,0.2,0.1,0.5
2021-12-13,instagram,6,0.16666666666666666,0.16666666666666666,0.0,0.3333333333333333
2021-12-20,instagram,6,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666
2021-12-27,instagram,14,0.5,0.0,0.5,0.41666666666666663
2022-01-03,instagram,6,0.5,0.0,0.5,0.5
2022-01-10,instagram,11,0.5454545454545454,0.0,0.5454545454545454,0.5454545454545454
2022-01-17,instagram,12,0.5833333333333334,0.0,0.5833333333333334,0.5833333333333334
