week,platform,mentions,pos_share,neg_share,sent_mean,score_mean
2022-01-24,instagram,14,0.2857142857142857,0.07142857142857142,0.21428571428571427,0.35714285714285715
2022-01-31,instagram,12,0.4166666666666667,0.0,0.4166666666666667,0.4166666666666667
2022-02-07,instagram,10,0.1,0.1,0.0,0.2
2022-02-14,instagram,7,0.2857142857142857,0.0,0.2857142857142857,0.19047619047619047
2022-02-21,instagram,9,0.5555555555555556,0.0,0.5555555555555556,0.5555555555555556
2022-02-28,instagram,19,0.3157894736842105,0.0,0.3157894736842105,0.3157894736842105
2022-03-07,instagram,8,0.5,0.0,0.5,0.5
2022-03-14,instagram,8,0.5,0.0,0.5,0.525
2022-03-21,instagram,14,0.5714285714285714,0.0,0.5714285714285714,0.5857142857142856
2022-03-28,instagram,11,0.45454545454545453,0.0,0.45454545454545453,0.45454545454545453
2022-04-04,instagram,9,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333
2022-04-11,instagram,16,0.3125,0.0,0.3125,0.3375
2022-04-18,instagram,8,0.5,0.0,0.5,0.5
2022-04-25,instagram,15,0.26666666666666666,0.06666666666666667,0.2,0.3333333333333333
2022-05-02,instagram,18,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333
2022-05-09,instagram,31,0.3548387096774194,0.03225806451612903,0.3225806451612903,0.39354838709677414
2022-05-16,instagram,19,0.3157894736842105,0.0,0.3157894736842105,0.3157894736842105
2022-05-23,instagram,13,0.38461538461538464,0.0,0.38461538461538464,0.4
2022-05-30,instagram,17,0.4117647058823529,0.058823529411764705,0.35294117647058826,0.47058823529411764
2022-06-06,instagram,31,0.5161290322580645,0.03225806451612903,0.4838709677419355,0.5268817204301075
2022-06-13,instagram,16,0.4375,0.0,0.4375,0.3125
2022-06-20,instagram,17,0.4117647058823529,0.0,0.4117647058823529,0.4117647058823529
2022-06-27,instagram,28,0.35714285714285715,0.0,0.35714285714285715,0.35714285714285715
2022-07-04,instagram,22,0.22727272727272727,0.0,0.22727272727272727,0.22727272727272727
2022-07-11,instagram,29,0.2413793103448276,0.0,0.2413793103448276,0.2413793103448276
2022-07-18,instagram,15,0.2,0.0,0.2,0.2
2022-07-25,instagram,17,0.29411764705882354,0.058823529411764705,0.23529411764705882,0.35294117647058826
2022-08-01,instagram,14,0.2857142857142857,0.0,0.2857142857142857,0.2653061224489796
2022-08-08,instagram,9,0.5555555555555556,0.0,0.5555555555555556,0.5555555555555556
2022-08-15,instagram,12,0.25,0.0,0.25,0.25
2022-08-22,instagram,17,0.35294117647058826,0.0,0.35294117647058826,0.35294117647058826
2022-08-29,instagram,20,0.25,0.0,0.25,0.25
2022-09-05,instagram,19,0.3157894736842105,0.0,0.3157894736842105,0.3157894736842105
2022-09-12,instagram,24,0.4166666666666667,0.041666666666666664,0.375,0.4305555555555556
2022-09-19,instagram,16,0.0625,0.0,0.0625,0.0625
2022-09-26,instagram,19,0.3157894736842105,0.05263157894736842,0.2631578947368421,0.3684210526315789
2022-10-03,instagram,16,0.375,0.0,0.375,0.375
2022-10-10,instagram,18,0.2777777777777778,0.0,0.2777777777777778,0.2777777777777778
2022-10-17,instagram,15,0.2,0.0,0.2,0.2
2022-10-24,instagram,14,0.42857142857142855,0.07142857142857142,0.35714285714285715,0.5
2022-10-31,instagram,19,0.3157894736842105,0.0,0.3157894736842105,0.3157894736842105
2022-11-07,instagram,19,0.2631578947368421,0.0,0.2631578947368421,0.2631578947368421
2022-11-14,instagram,18,0.3333333333333333,0.05555555555555555,0.2777777777777778,0.3888888888888889
2022-11-21,instagram,21,0.38095238095238093,0.0,0.38095238095238093,0.38095238095238093
2022-11-28,instagram,6,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.5
2022-12-05,instagram,14,0.2857142857142857,0.0,0.2857142857142857,0.2857142857142857
2022-12-12,instagram,18,0.3888888888888889,0.0,0.3888888888888889,0.3888888888888889
2022-12-19,instagram,10,0.3,0.0,0.3,0.3
2022-12-26,instagram,17,0.17647058823529413,0.058823529411764705,0.11764705882352941,0.24705882352941178
2023-01-02,instagram,16,0.5,0.0,0.5,0.5
2023-01-09,instagram,19,0.15789473684210525,0.0,0.15789473684210525,0.15789473684210525
2023-01-16,instagram,14,0.2857142857142857,0.0,0.2857142857142857,0.2857142857142857
2023-01-23,instagram,18,0.2777777777777778,0.0,0.2777777777777778,0.2777777777777778
2023-01-30,instagram,12,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666
2023-02-06,instagram,15,0.2,0.06666666666666667,0.13333333333333333,0.26666666666666666
2023-02-13,instagram,9,0.4444444444444444,0.0,0.4444444444444444,0.4444444444444444
2023-02-20,instagram,12,0.4166666666666667,0.08333333333333333,0.3333333333333333,0.5166666666666667
2023-02-27,instagram,21,0.42857142857142855,0.047619047619047616,0.38095238095238093,0.47619047619047616
2023-03-06,instagram,25,0.44,0.0,0.44,0.3813333333333333
2023-03-13,instagram,12,0.25,0.0,0.25,0.25
2023-03-20,instagram,17,0.4117647058823529,0.0,0.4117647058823529,0.4117647058823529
2023-03-27,instagram,17,0.17647058823529413,0.11764705882352941,0.058823529411764705,0.29411764705882354
2023-04-03,instagram,14,0.21428571428571427,0.0,0.21428571428571427,0.21428571428571427
2023-04-10,instagram,15,0.5333333333333333,0.0,0.5333333333333333,0.5333333333333333
2023-04-17,instagram,10,0.4,0.0,0.4,0.4
2023-04-24,instagram,16,0.5,0.0625,0.4375,0.5625
2023-05-01,instagram,16,0.4375,0.0625,0.375,0.4583333333333333
2023-05-08,instagram,20,0.25,0.1,0.15,0.35
2023-05-15,instagram,26,0.19230769230769232,0.07692307692307693,0.11538461538461539,0.2692307692307692
2023-05-22,instagram,19,0.47368421052631576,0.0,0.47368421052631576,0.47368421052631576
2023-05-29,instagram,23,0.21739130434782608,0.0,0.21739130434782608,0.21739130434782608
2023-06-05,instagram,30,0.4666666666666667,0.06666666666666667,0.4,0.5333333333333333
2023-06-12,instagram,16,0.25,0.0,0.25,0.25
2023-06-19,instagram,20,0.35,0.0,0.35,0.35
2023-06-26,instagram,21,0.42857142857142855,0.0,0.42857142857142855,0.42857142857142855
2023-07-03,instagram,30,0.36666666666666664,0.0,0.36666666666666664,0.3733333333333333
2023-07-10,instagram,19,0.42105263157894735,0.0,0.42105263157894735,0.42105263157894735
2023-07-17,instagram,20,0.3,0.05,0.25,0.31666666666666665
2023-07-24,instagram,26,0.38461538461538464,0.0,0.38461538461538464,0.38461538461538464
2023-07-31,instagram,22,0.09090909090909091,0.0,0.09090909090909091,0.1
2023-08-07,instagram,25,0.36,0.04,0.32,0.37333333333333335
2023-08-14,instagram,26,0.23076923076923078,0.0,0.23076923076923078,0.23076923076923078
2023-08-21,instagram,22,0.4090909090909091,0.0,0.4090909090909091,0.4090909090909091
2023-08-28,instagram,16,0.375,0.0,0.375,0.375
2023-09-04,instagram,25,0.32,0.0,0.32,0.32
2023-09-11,instagram,38,0.42105263157894735,0.02631578947368421,0.39473684210526316,0.4473684210526316
2023-09-18,instagram,20,0.35,0.05,0.3,0.4
2023-09-25,instagram,20,0.3,0.0,0.3,0.3
2023-10-02,instagram,16,0.3125,0.0,0.3125,0.3125
2023-10-09,instagram,20,0.25,0.0,0.25,0.25
2023-10-16,instagram,21,0.2857142857142857,0.0,0.2857142857142857,0.25396825396825395
2023-10-23,instagram,10,0.4,0.0,0.4,0.4
2023-10-30,instagram,25,0.36,0.0,0.36,0.36
2023-11-06,instagram,23,0.43478260869565216,0.0,0.43478260869565216,0.4434782608695652
2023-11-13,instagram,21,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333
2023-11-20,instagram,22,0.22727272727272727,0.045454545454545456,0.18181818181818182,0.25
2023-11-27,instagram,21,0.23809523809523808,0.0,0.23809523809523808,0.23809523809523808
2023-12-04,instagram,12,0.25,0.08333333333333333,0.16666666666666666,0.3333333333333333
2023-12-11,instagram,20,0.3,0.0,0.3,0.26666666666666666
2023-12-18,instagram,19,0.2631578947368421,0.05263157894736842,0.21052631578947367,0.3157894736842105
2023-12-25,instagram,18,0.3333333333333333,0.05555555555555555,0.2777777777777778,0.3888888888888889
2024-01-01,instagram,26,0.2692307692307692,0.038461538461538464,0.23076923076923078,0.3153846153846154
2024-01-08,instagram,30,0.3,0.03333333333333333,0.26666666666666666,0.3466666666666667
2024-01-15,instagram,14,0.21428571428571427,0.0,0.21428571428571427,0.21428571428571427
2024-01-22,instagram,29,0.41379310344827586,0.0,0.41379310344827586,0.41379310344827586
2024-01-29,instagram,35,0.2857142857142857,0.0,0.2857142857142857,0.2914285714285714
2024-02-05,instagram,22,0.5454545454545454,0.0,0.5454545454545454,0.5454545454545454
2024-02-12,instagram,21,0.3333333333333333,0.09523809523809523,0.23809523809523808,0.42857142857142855
2024-02-19,instagram,7,0.5714285714285714,0.0,0.5714285714285714,0.6
2024-02-26,instagram,17,0.35294117647058826,0.058823529411764705,0.29411764705882354,0.4117647058823529
2024-03-04,instagram,35,0.22857142857142856,0.0,0.22857142857142856,0.22857142857142856
2024-03-11,instagram,32,0.1875,0.0,0.1875,0.19583333333333333
2024-03-18,instagram,29,0.27586206896551724,0.06896551724137931,0.20689655172413793,0.3045977011494253
2024-03-25,instagram,30,0.4,0.03333333333333333,0.36666666666666664,0.43333333333333335
2024-04-01,instagram,24,0.375,0.0,0.375,0.375
2024-04-08,instagram,23,0.34782608695652173,0.0,0.34782608695652173,0.34782608695652173
2024-04-15,instagram,25,0.32,0.0,0.32,0.32
2024-04-22,instagram,15,0.4666666666666667,0.0,0.4666666666666667,0.4666666666666667
2024-04-29,instagram,35,0.4857142857142857,0.0,0.4857142857142857,0.4666666666666666
2024-05-06,instagram,24,0.2916666666666667,0.08333333333333333,0.20833333333333334,0.35833333333333334
2024-05-13,instagram,21,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333
2024-05-20,instagram,17,0.29411764705882354,0.058823529411764705,0.23529411764705882,0.3235294117647059
2024-05-27,instagram,16,0.375,0.0,0.375,0.3875
2024-06-03,instagram,23,0.30434782608695654,0.043478260869565216,0.2608695652173913,0.34782608695652173
2024-06-10,instagram,11,0.2727272727272727,0.0,0.2727272727272727,0.2727272727272727
2024-06-17,instagram,23,0.391304347826087,0.043478260869565216,0.34782608695652173,0.43478260869565216
2024-06-24,instagram,25,0.4,0.0,0.4,0.29333333333333333
2024-07-01,instagram,23,0.391304347826087,0.043478260869565216,0.34782608695652173,0.30144927536231886
2024-07-08,instagram,18,0.2222222222222222,0.0,0.2222222222222222,0.19444444444444445
2024-07-15,instagram,27,0.4074074074074074,0.0,0.4074074074074074,0.4074074074074074
2024-07-22,instagram,22,0.22727272727272727,0.0,0.22727272727272727,0.22727272727272727
2024-07-29,instagram,21,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333
2024-08-05,instagram,15,0.13333333333333333,0.0,0.13333333333333333,0.13333333333333333
2024-08-12,instagram,23,0.2608695652173913,0.0,0.2608695652173913,0.2608695652173913
2024-08-19,instagram,29,0.1724137931034483,0.0,0.1724137931034483,0.1724137931034483
2024-08-26,instagram,27,0.3333333333333333,0.0,0.3333333333333333,0.308641975308642
2024-09-02,instagram,18,0.2222222222222222,0.0,0.2222222222222222,0.2222222222222222
2024-09-09,instagram,28,0.32142857142857145,0.03571428571428571,0.2857142857142857,0.33333333333333337
2024-09-16,instagram,16,0.5,0.0,0.5,0.5
2024-09-23,instagram,27,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333
2024-09-30,instagram,25,0.44,0.0,0.44,0.41333333333333333
2024-10-07,instagram,22,0.22727272727272727,0.0,0.22727272727272727,0.23636363636363636
2024-10-14,instagram,24,0.375,0.0,0.375,0.375
2024-10-21,instagram,25,0.52,0.0,0.52,0.49333333333333335
2024-10-28,instagram,33,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333
2024-11-04,instagram,34,0.5588235294117647,0.029411764705882353,0.5294117647058824,0.5882352941176471
2024-11-11,instagram,24,0.6666666666666666,0.0,0.6666666666666666,0.6749999999999999
2024-11-18,instagram,21,0.47619047619047616,0.0,0.47619047619047616,0.47619047619047616
2024-11-25,instagram,26,0.3076923076923077,0.0,0.3076923076923077,0.3076923076923077
2024-12-02,instagram,31,0.41935483870967744,0.0,0.41935483870967744,0.41935483870967744
2024-12-09,instagram,19,0.2631578947368421,0.0,0.2631578947368421,0.2631578947368421
2024-12-16,instagram,21,0.5238095238095238,0.0,0.5238095238095238,0.5238095238095238
2024-12-23,instagram,31,0.2903225806451613,0.06451612903225806,0.22580645161290322,0.3548387096774194
2024-12-30,instagram,39,0.3076923076923077,0.0,0.3076923076923077,0.3128205128205128
2025-01-06,instagram,32,0.34375,0.03125,0.3125,0.359375
2025-01-13,instagram,28,0.17857142857142858,0.07142857142857142,0.10714285714285714,0.25
2025-01-20,instagram,21,0.3333333333333333,0.0,0.3333333333333333,0.326984126984127
2025-01-27,instagram,27,0.37037037037037035,0.0,0.37037037037037035,0.37037037037037035
2025-02-03,instagram,24,0.25,0.041666666666666664,0.20833333333333334,0.3
2025-02-10,instagram,25,0.32,0.04,0.28,0.368
2025-02-17,instagram,26,0.34615384615384615,0.038461538461538464,0.3076923076923077,0.38461538461538464
2025-02-24,instagram,27,0.2962962962962963,0.037037037037037035,0.25925925925925924,0.3333333333333333
2025-03-03,instagram,39,0.3076923076923077,0.0,0.3076923076923077,0.3076923076923077
2025-03-03,youtube,84,0.5714285714285714,0.0,0.5714285714285714,0.5714285714285714
2025-03-10,instagram,35,0.5142857142857142,0.0,0.5142857142857142,0.52
2025-03-10,youtube,1237,0.29668552950687144,0.03152789005658852,0.2651576394502829,0.3304769603880356
2025-03-17,instagram,37,0.43243243243243246,0.0,0.43243243243243246,0.41441441441441446
2025-03-17,youtube,245,0.18775510204081633,0.012244897959183673,0.17551020408163265,0.2
2025-03-24,instagram,19,0.21052631578947367,0.0,0.21052631578947367,0.2210526315789474
2025-03-24,youtube,732,0.15846994535519127,0.017759562841530054,0.1407103825136612,0.17786885245901637
2025-03-31,instagram,33,0.45454545454545453,0.0,0.45454545454545453,0.45454545454545453
2025-03-31,youtube,487,0.15811088295687886,0.0,0.15811088295687886,0.16878850102669404
2025-04-07,instagram,37,0.2972972972972973,0.0,0.2972972972972973,0.2972972972972973
2025-04-07,youtube,616,0.2224025974025974,0.0,0.2224025974025974,0.2224025974025974
2025-04-14,instagram,36,0.4166666666666667,0.027777777777777776,0.3888888888888889,0.4444444444444444
2025-04-14,youtube,448,0.18303571428571427,0.013392857142857142,0.16964285714285715,0.19136904761904763
2025-04-21,instagram,57,0.43859649122807015,0.07017543859649122,0.3684210526315789,0.5087719298245614
2025-04-21,youtube,899,0.1846496106785317,0.027808676307007785,0.1568409343715239,0.20993696700037076
2025-04-28,instagram,57,0.3157894736842105,0.03508771929824561,0.2807017543859649,0.35789473684210527
2025-04-28,youtube,691,0.21128798842257598,0.027496382054992764,0.1837916063675832,0.23878437047756873
2025-05-05,instagram,57,0.38596491228070173,0.017543859649122806,0.3684210526315789,0.40350877192982454
2025-05-05,youtube,480,0.2,0.03958333333333333,0.16041666666666668,0.24000000000000002
2025-05-12,instagram,46,0.45652173913043476,0.0,0.45652173913043476,0.45652173913043476
2025-05-12,youtube,924,0.28679653679653677,0.007575757575757576,0.2792207792207792,0.2886724386724387
2025-05-19,instagram,32,0.40625,0.03125,0.375,0.4375
2025-05-19,youtube,950,0.2557894736842105,0.02526315789473684,0.2305263157894737,0.28294736842105267
2025-05-26,instagram,33,0.45454545454545453,0.0,0.45454545454545453,0.45454545454545453
2025-05-26,youtube,575,0.21565217391304348,0.008695652173913044,0.20695652173913043,0.2217391304347826
2025-06-02,instagram,69,0.3188405797101449,0.014492753623188406,0.30434782608695654,0.3333333333333333
2025-06-02,youtube,1179,0.2595419847328244,0.021204410517387615,0.2383375742154368,0.27910658750353406
2025-06-09,instagram,66,0.3181818181818182,0.030303030303030304,0.2878787878787879,0.33838383838383834
2025-06-09,youtube,1369,0.1804236669101534,0.01095690284879474,0.16946676406135866,0.18972485999513028
2025-06-16,instagram,51,0.3333333333333333,0.0196078431372549,0.3137254901960784,0.330718954248366
2025-06-16,youtube,964,0.16493775933609958,0.012448132780082987,0.1524896265560166,0.17811203319502072
2025-06-23,instagram,103,0.47572815533980584,0.009708737864077669,0.46601941747572817,0.48737864077669907
2025-06-23,youtube,939,0.14376996805111822,0.026624068157614485,0.11714589989350373,0.1704295349662762
2025-06-30,instagram,91,0.3956043956043956,0.0,0.3956043956043956,0.3956043956043956
2025-06-30,youtube,862,0.27842227378190254,0.02320185614849188,0.2552204176334107,0.3023975251353442
2025-07-07,instagram,107,0.42990654205607476,0.018691588785046728,0.411214953271028,0.440809968847352
2025-07-07,youtube,692,0.20086705202312138,0.05346820809248555,0.14739884393063585,0.2457610789980732
2025-07-14,instagram,121,0.4214876033057851,0.01652892561983471,0.4049586776859504,0.4329004329004329
2025-07-14,youtube,696,0.20977011494252873,0.017241379310344827,0.1925287356321839,0.2246647509578544
2025-07-21,instagram,103,0.34951456310679613,0.0,0.34951456310679613,0.34951456310679613
2025-07-21,youtube,871,0.19632606199770378,0.024110218140068886,0.17221584385763491,0.22250287026406432
2025-07-28,instagram,89,0.42696629213483145,0.0449438202247191,0.38202247191011235,0.4666666666666666
2025-07-28,youtube,693,0.1443001443001443,0.027417027417027416,0.11688311688311688,0.17316017316017315
2025-08-04,instagram,127,0.4251968503937008,0.023622047244094488,0.4015748031496063,0.44409448818897634
2025-08-04,youtube,846,0.21394799054373523,0.016548463356973995,0.19739952718676124,0.22915681639085894
2025-08-11,instagram,166,0.39156626506024095,0.012048192771084338,0.3795180722891566,0.3907630522088353
2025-08-11,youtube,740,0.17027027027027028,0.01756756756756757,0.1527027027027027,0.18891891891891893
2025-08-18,instagram,438,0.3424657534246575,0.01141552511415525,0.3310502283105023,0.35008335145321445
2025-08-18,youtube,1062,0.15819209039548024,0.015065913370998116,0.1431261770244821,0.16941081517352705
2025-08-25,instagram,2067,0.36477987421383645,0.022254475084663765,0.34252539912917274,0.38273508462187705
2025-08-25,youtube,3913,0.10631229235880399,0.03041144901610018,0.0759008433427038,0.13425334355566915
