week,platform,mentions,pos_share,neg_share,sent_mean,score_mean,score_mean_z
2023-12-18,instagram,19,0.2631578947368421,0.05263157894736842,0.21052631578947367,0.3157894736842105,-0.047761134052354395
2023-12-25,instagram,18,0.3333333333333333,0.05555555555555555,0.2777777777777778,0.3888888888888889,0.2811707211137587
2024-01-01,instagram,26,0.2692307692307692,0.038461538461538464,0.23076923076923078,0.3153846153846154,-0.049582910480966684
2024-01-08,instagram,30,0.3,0.03333333333333333,0.26666666666666666,0.3466666666666667,0.09117968156981186
2024-01-15,instagram,14,0.21428571428571427,0.0,0.21428571428571427,0.21428571428571427,-0.5045065100830142
2024-01-22,google_reviews,1,1.0,0.0,1.0,1.0,1.0656774308794705
2024-01-22,instagram,29,0.41379310344827586,0.0,0.41379310344827586,0.41379310344827586,0.39323440142552407
2024-01-29,instagram,35,0.2857142857142857,0.0,0.2857142857142857,0.2914285714285714,-0.15738002429971268
2024-02-05,google_reviews,1,1.0,0.0,1.0,1.0,1.0656774308794705
2024-02-05,instagram,22,0.5454545454545454,0.0,0.5454545454545454,0.5454545454545454,0.9856829490877241
2024-02-12,instagram,21,0.3333333333333333,0.09523809523809523,0.23809523809523808,0.42857142857142855,0.4597337282039342
2024-02-19,instagram,7,0.5714285714285714,0.0,0.5714285714285714,0.6,1.2311259188334929
2024-02-26,google_reviews,2,0.5,0.0,0.5,0.5,-0.18561403090413045
2024-02-26,instagram,17,0.35294117647058826,0.058823529411764705,0.29411764705882354,0.4117647058823529,0.3841070428480951
2024-03-04,instagram,35,0.22857142857142856,0.0,0.22857142857142856,0.22857142857142856,-0.4402238275305509
2024-03-11,instagram,32,0.1875,0.0,0.1875,0.19583333333333333,-0.5875383083799458
2024-03-18,instagram,29,0.27586206896551724,0.06896551724137931,0.20689655172413793,0.3045977011494253,-0.09812173532606258
2024-03-25,google_reviews,1,0.0,0.0,0.0,0.0,-1.4369054926877316
2024-03-25,instagram,30,0.4,0.03333333333333333,0.36666666666666664,0.43333333333333335,0.48116128905475547
2024-04-01,google_reviews,6,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,-1.0198083387598647
2024-04-01,instagram,24,0.375,0.0,0.375,0.375,0.2186736686321972
2024-04-08,google_reviews,1,1.0,0.0,1.0,1.0,1.0656774308794705
2024-04-08,instagram,23,0.34782608695652173,0.0,0.34782608695652173,0.34782608695652173,0.09639682682044647
2024-04-15,google_reviews,1,0.0,0.0,0.0,0.0,-1.4369054926877316
2024-04-15,instagram,25,0.32,0.0,0.32,0.32,-0.02881465919478618
2024-04-22,google_reviews,1,0.0,0.0,0.0,0.0,-1.4369054926877316
2024-04-22,instagram,15,0.4666666666666667,0.0,0.4666666666666667,0.4666666666666667,0.631154215010503
2024-04-29,instagram,35,0.4857142857142857,0.0,0.4857142857142857,0.4666666666666666,0.6311542150105027
2024-05-06,instagram,24,0.2916666666666667,0.08333333333333333,0.20833333333333334,0.35833333333333334,0.14367720565432346
2024-05-13,google_reviews,2,1.0,0.0,1.0,1.0,1.0656774308794705
2024-05-13,instagram,21,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.031182511187512717
2024-05-20,instagram,17,0.29411764705882354,0.058823529411764705,0.23529411764705882,0.3235294117647059,-0.012933055270059926
2024-05-27,instagram,16,0.375,0.0,0.375,0.3875,0.2749210158656026
2024-06-03,instagram,23,0.30434782608695654,0.043478260869565216,0.2608695652173913,0.34782608695652173,0.09639682682044647
2024-06-10,instagram,11,0.2727272727272727,0.0,0.2727272727272727,0.2727272727272727,-0.24153189964111915
2024-06-17,google_reviews,1,0.0,1.0,-1.0,1.0,1.0656774308794705
2024-06-17,instagram,23,0.391304347826087,0.043478260869565216,0.34782608695652173,0.43478260869565216,0.4876827206180487
2024-06-24,google_reviews,1,0.0,1.0,-1.0,1.0,1.0656774308794705
2024-06-24,instagram,25,0.4,0.0,0.4,0.29333333333333333,-0.14880899995938424
2024-07-01,google_reviews,3,0.0,0.0,0.0,0.0,-1.4369054926877316
2024-07-01,instagram,23,0.391304347826087,0.043478260869565216,0.34782608695652173,0.30144927536231886,-0.11228898320494128
2024-07-08,instagram,18,0.2222222222222222,0.0,0.2222222222222222,0.19444444444444445,-0.5937880136281019
2024-07-15,google_reviews,1,0.0,1.0,-1.0,1.0,1.0656774308794705
2024-07-15,instagram,27,0.4074074074074074,0.0,0.4074074074074074,0.4074074074074074,0.3645001244225072
2024-07-22,instagram,22,0.22727272727272727,0.0,0.22727272727272727,0.22727272727272727,-0.446067707762593
2024-07-29,google_reviews,3,0.0,0.0,0.0,0.0,-1.4369054926877316
2024-07-29,instagram,21,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.031182511187512717
2024-08-05,instagram,15,0.13333333333333333,0.0,0.13333333333333333,0.13333333333333333,-0.8687750445469724
2024-08-12,google_reviews,4,0.25,0.0,0.25,0.25,-0.811259761795931
2024-08-12,instagram,23,0.2608695652173913,0.0,0.2608695652173913,0.2608695652173913,-0.2948890669771558
2024-08-19,instagram,29,0.1724137931034483,0.0,0.1724137931034483,0.1724137931034483,-0.6929212692885097
2024-08-26,google_reviews,1,0.0,0.0,0.0,0.0,-1.4369054926877316
2024-08-26,instagram,27,0.3333333333333333,0.0,0.3333333333333333,0.308641975308642,-0.07992335989081853
2024-09-02,google_reviews,2,0.5,0.0,0.5,0.5,-0.18561403090413045
2024-09-02,instagram,18,0.2222222222222222,0.0,0.2222222222222222,0.2222222222222222,-0.468793908664979
2024-09-09,google_reviews,2,0.0,0.0,0.0,0.0,-1.4369054926877316
2024-09-09,instagram,28,0.32142857142857145,0.03571428571428571,0.2857142857142857,0.33333333333333337,0.031182511187512967
2024-09-16,instagram,16,0.5,0.0,0.5,0.5,0.7811471409662505
2024-09-23,google_reviews,3,0.0,0.0,0.0,0.0,-1.4369054926877316
2024-09-23,instagram,27,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.031182511187512717
2024-09-30,google_reviews,7,0.42857142857142855,0.0,0.42857142857142855,0.14285714285714285,-1.0793936464638456
2024-09-30,instagram,25,0.44,0.0,0.44,0.41333333333333333,0.39116553348130684
2024-10-07,instagram,22,0.22727272727272727,0.0,0.22727272727272727,0.23636363636363636,-0.4051605461382982
2024-10-14,instagram,24,0.375,0.0,0.375,0.375,0.2186736686321972
2024-10-21,instagram,25,0.52,0.0,0.52,0.49333333333333335,0.751148555775101
2024-10-28,instagram,33,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.031182511187512717
2024-11-04,google_reviews,6,1.0,0.0,1.0,0.6666666666666666,0.23148312302373647
2024-11-04,instagram,34,0.5588235294117647,0.029411764705882353,0.5294117647058824,0.5882352941176471,1.1781872390844057
2024-11-11,instagram,24,0.6666666666666666,0.0,0.6666666666666666,0.6749999999999999,1.5686100022339247
2024-11-18,google_reviews,2,1.0,0.0,1.0,1.0,1.0656774308794705
2024-11-18,instagram,21,0.47619047619047616,0.0,0.47619047619047616,0.47619047619047616,0.6740093367121449
2024-11-25,google_reviews,3,1.0,0.0,1.0,1.0,1.0656774308794705
2024-11-25,instagram,26,0.3076923076923077,0.0,0.3076923076923077,0.3076923076923077,-0.0841966626246006
2024-12-02,instagram,31,0.41935483870967744,0.0,0.41935483870967744,0.41935483870967744,0.41826102978299035
2024-12-09,instagram,19,0.2631578947368421,0.0,0.2631578947368421,0.2631578947368421,-0.2845920697719557
2024-12-16,google_reviews,3,1.0,0.0,1.0,1.0,1.0656774308794705
2024-12-16,instagram,21,0.5238095238095238,0.0,0.5238095238095238,0.5238095238095238,0.888284945220356
2024-12-23,google_reviews,2,0.5,0.0,0.5,0.5,-0.18561403090413045
2024-12-23,instagram,31,0.2903225806451613,0.06451612903225806,0.22580645161290322,0.3548387096774194,0.12795214083638226
2024-12-30,google_reviews,1,0.0,0.0,0.0,0.0,-1.4369054926877316
2024-12-30,instagram,39,0.3076923076923077,0.0,0.3076923076923077,0.3128205128205128,-0.06112082786217799
2025-01-06,google_reviews,6,0.5,0.0,0.5,0.5,-0.18561403090413045
2025-01-06,instagram,32,0.34375,0.03125,0.3125,0.359375,0.14836448459044055
2025-01-13,google_reviews,3,0.0,1.0,-1.0,1.0,1.0656774308794705
2025-01-13,instagram,28,0.17857142857142858,0.07142857142857142,0.10714285714285714,0.25,-0.34379980370185603
2025-01-20,google_reviews,4,0.75,0.0,0.75,0.75,0.4400316999876701
2025-01-20,instagram,21,0.3333333333333333,0.0,0.3333333333333333,0.326984126984127,0.002612430053084719
2025-01-27,google_reviews,1,1.0,0.0,1.0,1.0,1.0656774308794705
2025-01-27,instagram,27,0.37037037037037035,0.0,0.37037037037037035,0.37037037037037035,0.19784131780500996
2025-02-03,google_reviews,3,1.0,0.0,1.0,1.0,1.0656774308794705
2025-02-03,instagram,24,0.25,0.041666666666666664,0.20833333333333334,0.3,-0.11881041476823477
2025-02-10,google_reviews,5,1.0,0.0,1.0,1.0,1.0656774308794705
2025-02-10,instagram,25,0.32,0.04,0.28,0.368,0.1871751541814902
2025-02-17,google_reviews,10,1.0,0.0,1.0,0.9178571428571429,0.8601081193007364
2025-02-17,instagram,26,0.34615384615384615,0.038461538461538464,0.3076923076923077,0.38461538461538464,0.26194085881173984
2025-02-24,google_reviews,4,1.0,0.0,1.0,1.0,1.0656774308794705
2025-02-24,instagram,27,0.2962962962962963,0.037037037037037035,0.25925925925925924,0.3333333333333333,0.031182511187512717
2025-03-03,google_reviews,6,0.8333333333333334,0.0,0.8333333333333334,0.8333333333333334,0.6485802769516037
2025-03-03,instagram,39,0.3076923076923077,0.0,0.3076923076923077,0.3076923076923077,-0.0841966626246006
2025-03-03,youtube,84,0.5714285714285714,0.0,0.5714285714285714,0.5714285714285714,4.117513873271257
2025-03-10,google_reviews,12,0.4166666666666667,0.08333333333333333,0.3333333333333333,0.5,-0.18561403090413045
2025-03-10,instagram,35,0.5142857142857142,0.0,0.5142857142857142,0.52,0.871142896539699
2025-03-10,youtube,1237,0.29668552950687144,0.03152789005658852,0.2651576394502829,0.3304769603880356,1.1879528885823647
2025-03-17,google_reviews,22,0.6818181818181818,0.045454545454545456,0.6363636363636364,0.7212121212121212,0.3679876461274021
2025-03-17,instagram,37,0.43243243243243246,0.0,0.43243243243243246,0.41441441441441446,0.39603016891770965
2025-03-17,youtube,245,0.18775510204081633,0.012244897959183673,0.17551020408163265,0.2,-0.3984246039892949
2025-03-24,google_reviews,14,0.8571428571428571,0.0,0.8571428571428571,0.7285714285714285,0.3864049230540871
2025-03-24,instagram,19,0.21052631578947367,0.0,0.21052631578947367,0.2210526315789474,-0.4740568183476367
2025-03-24,youtube,732,0.15846994535519127,0.017759562841530054,0.1407103825136612,0.17786885245901637,-0.667501644406144
2025-03-31,google_reviews,30,0.5333333333333333,0.0,0.5333333333333333,0.49444444444444446,-0.19951726936839262
2025-03-31,instagram,33,0.45454545454545453,0.0,0.45454545454545453,0.45454545454545453,0.5766113328447765
2025-03-31,youtube,487,0.15811088295687886,0.0,0.15811088295687886,0.16878850102669404,-0.7779032439991851
2025-04-07,google_reviews,11,0.45454545454545453,0.18181818181818182,0.2727272727272727,0.6363636363636364,0.15564727685503346
2025-04-07,instagram,37,0.2972972972972973,0.0,0.2972972972972973,0.2972972972972973,-0.1309720033592412
2025-04-07,youtube,616,0.2224025974025974,0.0,0.2224025974025974,0.2224025974025974,-0.12604719583284563
2025-04-14,google_reviews,23,0.782608695652174,0.13043478260869565,0.6521739130434783,0.9130434782608695,0.8480615244823225
2025-04-14,instagram,36,0.4166666666666667,0.027777777777777776,0.3888888888888889,0.4444444444444444,0.5311589310400044
2025-04-14,youtube,448,0.18303571428571427,0.013392857142857142,0.16964285714285715,0.19136904761904763,-0.5033622769384584
2025-04-21,google_reviews,31,0.8709677419354839,0.03225806451612903,0.8387096774193549,0.8451612903225806,0.6781807201335811
2025-04-21,instagram,57,0.43859649122807015,0.07017543859649122,0.3684210526315789,0.5087719298245614,0.8206189635861841
2025-04-21,youtube,899,0.1846496106785317,0.027808676307007785,0.1568409343715239,0.20993696700037076,-0.2776080188471032
2025-04-28,google_reviews,26,0.7692307692307693,0.038461538461538464,0.7307692307692307,0.8076923076923077,0.5844114840396241
2025-04-28,instagram,57,0.3157894736842105,0.03508771929824561,0.2807017543859649,0.35789473684210527,0.14170361452332678
2025-04-28,youtube,691,0.21128798842257598,0.027496382054992764,0.1837916063675832,0.23878437047756873,0.07312724858449951
2025-05-05,google_reviews,15,0.4666666666666667,0.0,0.4666666666666667,0.52,-0.13556237243278635
2025-05-05,instagram,57,0.38596491228070173,0.017543859649122806,0.3684210526315789,0.40350877192982454,0.34695709214698117
2025-05-05,youtube,480,0.2,0.03958333333333333,0.16041666666666668,0.24000000000000002,0.08790723202338
2025-05-12,google_reviews,31,0.6129032258064516,0.16129032258064516,0.45161290322580644,0.7096774193548387,0.3391210982309282
2025-05-12,instagram,46,0.45652173913043476,0.0,0.45652173913043476,0.45652173913043476,0.5855041940674492
2025-05-12,youtube,924,0.28679653679653677,0.007575757575757576,0.2792207792207792,0.2886724386724387,0.6796811435929154
2025-05-19,google_reviews,23,0.5652173913043478,0.043478260869565216,0.5217391304347826,0.6173913043478261,0.10816744273201934
2025-05-19,instagram,32,0.40625,0.03125,0.375,0.4375,0.49991040479922383
2025-05-19,youtube,950,0.2557894736842105,0.02526315789473684,0.2305263157894737,0.28294736842105267,0.6100740454264627
2025-05-26,google_reviews,8,0.625,0.0,0.625,0.625,0.12720883454176982
2025-05-26,instagram,33,0.45454545454545453,0.0,0.45454545454545453,0.45454545454545453,0.5766113328447765
2025-05-26,youtube,575,0.21565217391304348,0.008695652173913044,0.20695652173913043,0.2217391304347826,-0.134113823547624
2025-06-02,google_reviews,23,0.6086956521739131,0.043478260869565216,0.5652173913043478,0.6956521739130435,0.3040217584894525
2025-06-02,instagram,69,0.3188405797101449,0.014492753623188406,0.30434782608695654,0.3333333333333333,0.031182511187512717
2025-06-02,youtube,1179,0.2595419847328244,0.021204410517387615,0.2383375742154368,0.27910658750353406,0.5633766945429809
2025-06-09,google_reviews,20,0.55,0.05,0.5,0.55,-0.06048488472577023
2025-06-09,instagram,66,0.3181818181818182,0.030303030303030304,0.2878787878787879,0.33838383838383834,0.0539087120898986
2025-06-09,youtube,1369,0.1804236669101534,0.01095690284879474,0.16946676406135866,0.18972485999513028,-0.5233527965856845
2025-06-16,google_reviews,42,0.7380952380952381,0.0,0.7380952380952381,0.6793650793650793,0.2632619537991929
2025-06-16,instagram,51,0.3333333333333333,0.0196078431372549,0.3137254901960784,0.330718954248366,0.01941836013216001
2025-06-16,youtube,964,0.16493775933609958,0.012448132780082987,0.1524896265560166,0.17811203319502072,-0.6645449810605463
2025-06-23,google_reviews,30,0.7,0.03333333333333333,0.6666666666666666,0.7333333333333333,0.39832198459488327
2025-06-23,instagram,103,0.47572815533980584,0.009708737864077669,0.46601941747572817,0.48737864077669907,0.7243537029830064
2025-06-23,youtube,939,0.14376996805111822,0.026624068157614485,0.11714589989350373,0.1704295349662762,-0.7579510677792826
2025-06-30,google_reviews,55,0.6,0.05454545454545454,0.5454545454545454,0.6606060606060606,0.21631595378999605
2025-06-30,instagram,91,0.3956043956043956,0.0,0.3956043956043956,0.3956043956043956,0.31138907615978834
2025-06-30,youtube,862,0.27842227378190254,0.02320185614849188,0.2552204176334107,0.3023975251353442,0.8465548060663538
2025-07-07,google_reviews,35,0.6,0.05714285714285714,0.5428571428571428,0.6571428571428571,0.20764899994214417
2025-07-07,instagram,107,0.42990654205607476,0.018691588785046728,0.411214953271028,0.440809968847352,0.5148045621663249
2025-07-07,youtube,692,0.20086705202312138,0.05346820809248555,0.14739884393063585,0.2457610789980732,0.1579521351870548
2025-07-14,google_reviews,45,0.9555555555555556,0.0,0.9555555555555556,0.8407407407407408,0.6671179282372867
2025-07-14,instagram,121,0.4214876033057851,0.01652892561983471,0.4049586776859504,0.4329004329004329,0.479213328977408
2025-07-14,youtube,696,0.20977011494252873,0.017241379310344827,0.1925287356321839,0.2246647509578544,-0.09854326353607724
2025-07-21,google_reviews,55,0.5636363636363636,0.03636363636363636,0.5272727272727272,0.5945454545454546,0.050993809142223345
2025-07-21,instagram,103,0.34951456310679613,0.0,0.34951456310679613,0.34951456310679613,0.10399461116603106
2025-07-21,youtube,871,0.19632606199770378,0.024110218140068886,0.17221584385763491,0.22250287026406432,-0.12482804871235945
2025-07-28,google_reviews,54,0.7777777777777778,0.0,0.7777777777777778,0.7580246913580246,0.46011415554715984
2025-07-28,instagram,89,0.42696629213483145,0.0449438202247191,0.38202247191011235,0.4666666666666666,0.6311542150105027
2025-07-28,youtube,693,0.1443001443001443,0.027417027417027416,0.11688311688311688,0.17316017316017315,-0.7247511606211765
2025-08-04,google_reviews,36,0.6666666666666666,0.1111111111111111,0.5555555555555556,0.7777777777777778,0.5095478923089812
2025-08-04,instagram,127,0.4251968503937008,0.023622047244094488,0.4015748031496063,0.44409448818897634,0.5295842021585793
2025-08-04,youtube,846,0.21394799054373523,0.016548463356973995,0.19739952718676124,0.22915681639085894,-0.04392740279802304
2025-08-11,google_reviews,46,0.5652173913043478,0.08695652173913043,0.4782608695652174,0.6521739130434783,0.1952138052908786
2025-08-11,instagram,166,0.39156626506024095,0.012048192771084338,0.3795180722891566,0.3907630522088353,0.2896040583160896
2025-08-11,youtube,740,0.17027027027027028,0.01756756756756757,0.1527027027027027,0.18891891891891893,-0.5331516666684818
2025-08-18,google_reviews,55,0.6363636363636364,0.05454545454545454,0.5818181818181818,0.6824242424242424,0.2709177630314621
2025-08-18,instagram,438,0.3424657534246575,0.01141552511415525,0.3310502283105023,0.35008335145321445,0.10655403801589555
2025-08-18,youtube,1062,0.15819209039548024,0.015065913370998116,0.1431261770244821,0.16941081517352705,-0.7703369644590362
2025-08-25,google_reviews,4,0.0,0.0,0.0,0.0,-1.4369054926877316
2025-08-25,instagram,2067,0.36477987421383645,0.022254475084663765,0.34252539912917274,0.38273508462187705,0.2534799078807166
2025-08-25,youtube,3913,0.10631229235880399,0.03041144901610018,0.0759008433427038,0.13425334355566915,-1.1977919074959447
